epoch,accuracy,loss,val_accuracy,val_loss
0,0.5139471292495728,1.1692935228347778,0.5371720194816589,1.1160986423492432
1,0.5248860716819763,1.122664451599121,0.5371720194816589,1.0851292610168457
2,0.5341841578483582,1.1079719066619873,0.5604956150054932,1.0598546266555786
3,0.5372834801673889,1.0943111181259155,0.5575801730155945,1.0635219812393188
4,0.54348224401474,1.0724003314971924,0.5597667694091797,1.0574020147323608
5,0.5540565252304077,1.0577452182769775,0.565597653388977,1.037121057510376
6,0.5640838742256165,1.0432370901107788,0.588921308517456,1.006996989250183
7,0.5748404860496521,1.0228973627090454,0.5874635577201843,1.0050113201141357
8,0.5837739109992981,1.0148885250091553,0.5838192701339722,1.0001745223999023
9,0.5883318185806274,0.9992249608039856,0.6034985184669495,0.9889217019081116
10,0.5981768369674683,0.9799155592918396,0.5911078453063965,0.9802679419517517
11,0.6040109395980835,0.9742369055747986,0.6005830764770508,0.9979739785194397
12,0.607110321521759,0.9629454016685486,0.6064140200614929,0.9651691913604736
13,0.6182315349578857,0.9415707588195801,0.615160346031189,0.9589287638664246
14,0.6231540441513062,0.9267783761024475,0.6005830764770508,0.9692229628562927
15,0.6315405368804932,0.9167852401733398,0.6304664611816406,0.9381194114685059
16,0.6357338428497314,0.901828408241272,0.6180757880210876,0.9389855861663818
17,0.6539653539657593,0.8758910894393921,0.6290087699890137,0.939716637134552
18,0.647766649723053,0.8653308749198914,0.6377550959587097,0.9256808161735535
19,0.6732907891273499,0.8329752087593079,0.6435859799385071,0.9183602929115295
20,0.6747493147850037,0.8207024931907654,0.6377550959587097,0.9181235432624817
21,0.6738377213478088,0.820149838924408,0.6559766530990601,0.907135546207428
22,0.6862351894378662,0.7879242897033691,0.6574344038963318,0.8943389058113098
23,0.6949863433837891,0.7794159054756165,0.6537901163101196,0.8876806497573853
24,0.696262538433075,0.7705332040786743,0.6501457691192627,0.9142171144485474
25,0.7070191502571106,0.7471790909767151,0.6625364422798157,0.883898138999939
26,0.7006381154060364,0.7365658283233643,0.67201167345047,0.8889542818069458
27,0.720328152179718,0.7232562303543091,0.6727405190467834,0.85490483045578
28,0.7279854416847229,0.6989882588386536,0.6727405190467834,0.8924973607063293
29,0.7312670946121216,0.6797599792480469,0.6698250770568848,0.8659005761146545
30,0.7389243245124817,0.6660566329956055,0.6698250770568848,0.8776645660400391
31,0.7462169528007507,0.6680906414985657,0.6669096350669861,0.8699866533279419
32,0.7535095810890198,0.6401637196540833,0.6836734414100647,0.8648478984832764
33,0.7622607350349426,0.6259738206863403,0.6771137118339539,0.8569936752319336
34,0.7662716507911682,0.6140497922897339,0.6741982698440552,0.8822718262672424
35,0.7806745767593384,0.5959716439247131,0.6887755393981934,0.8715940713882446
36,0.783044695854187,0.5713757872581482,0.693148672580719,0.8744540810585022
37,0.7854147553443909,0.5588471293449402,0.6771137118339539,0.8821675181388855
38,0.7870556116104126,0.5499504208564758,0.6895043849945068,0.8693292737007141
39,0.8034639954566956,0.5207666158676147,0.6895043849945068,0.9034690856933594
40,0.8032816648483276,0.5247013568878174,0.6836734414100647,0.8701183199882507
41,0.8102096915245056,0.5076712965965271,0.6778425574302673,0.9059549570083618
42,0.8098450303077698,0.49574366211891174,0.6938775777816772,0.874549150466919
43,0.8257064819335938,0.4780171811580658,0.6865889430046082,0.8590055704116821
44,0.8191431164741516,0.47281092405319214,0.6953352689743042,0.8556556105613708
45,0.8286235332489014,0.4660264849662781,0.6851311922073364,0.8763467669487
46,0.8360984325408936,0.4458256959915161,0.693148672580719,0.8810498714447021
47,0.8350045680999756,0.44382157921791077,0.6887755393981934,0.8913781642913818
48,0.8510482907295227,0.4194495379924774,0.6946064233779907,0.9113596081733704
49,0.8532360792160034,0.40722694993019104,0.6982507109642029,0.905948281288147
50,0.8530538082122803,0.3994223475456238,0.6902332305908203,0.912261426448822
51,0.8583409190177917,0.3951171338558197,0.6851311922073364,0.9433059692382812
52,0.8638104200363159,0.387072890996933,0.7033527493476868,0.9572490453720093
53,0.8751139640808105,0.35823458433151245,0.6953352689743042,0.9670907258987427
54,0.8723792433738708,0.3634079694747925,0.6924198269844055,0.9860275983810425
55,0.8844120502471924,0.34026822447776794,0.693148672580719,0.9573682546615601
56,0.8853235840797424,0.3345082700252533,0.7026239037513733,0.943301796913147
57,0.8860528469085693,0.3325500190258026,0.6967930197715759,0.964688777923584
58,0.8893345594406128,0.3209662139415741,0.6997084617614746,0.9476728439331055
59,0.8895168900489807,0.321852445602417,0.7018950581550598,0.9674229025840759
60,0.9004557728767395,0.30095651745796204,0.6924198269844055,0.9610379338264465
61,0.8995442390441895,0.29352501034736633,0.7026239037513733,0.997928261756897
62,0.8997265100479126,0.28657928109169006,0.6953352689743042,0.9957059025764465
63,0.9013673663139343,0.2903001010417938,0.6895043849945068,1.0048911571502686
64,0.9123063087463379,0.2742581069469452,0.7106413841247559,1.014134407043457
