epoch,accuracy,loss,val_accuracy,val_loss
0,0.5112124085426331,1.1623382568359375,0.5371720194816589,1.1077120304107666
1,0.5236098170280457,1.1231108903884888,0.5371720194816589,1.091845154762268
2,0.5230628848075867,1.1013299226760864,0.5539358854293823,1.0745609998703003
3,0.5396535992622375,1.0862878561019897,0.5473760962486267,1.0660319328308105
4,0.5447584390640259,1.0770020484924316,0.5590379238128662,1.0451418161392212
5,0.5564266443252563,1.0555144548416138,0.5619533658027649,1.0289381742477417
6,0.5675478577613831,1.0343420505523682,0.5604956150054932,1.0613843202590942
7,0.5748404860496521,1.023991584777832,0.5604956150054932,1.0325182676315308
8,0.5852324366569519,1.0044710636138916,0.5947521924972534,1.0052636861801147
9,0.5948951840400696,0.9823242425918579,0.5932944416999817,0.9894061088562012
10,0.6021878123283386,0.964781641960144,0.601311981678009,0.9834719896316528
11,0.6149498820304871,0.9473206400871277,0.5998542308807373,0.9773821234703064
12,0.6215132474899292,0.9244924783706665,0.6078717112541199,0.9640078544616699
13,0.6315405368804932,0.9087013602256775,0.6268221735954285,0.9359838366508484
14,0.6386508941650391,0.888210654258728,0.6399416923522949,0.9369078278541565
15,0.6457611918449402,0.8704241514205933,0.6333819031715393,0.9143978357315063
16,0.664539635181427,0.8480231761932373,0.6377550959587097,0.9139912128448486
17,0.6610756516456604,0.8202484846115112,0.6355684995651245,0.9177159667015076
18,0.6865997910499573,0.7940694689750671,0.6552478075027466,0.8941018581390381
19,0.6938924193382263,0.7716622352600098,0.6494169235229492,0.8959947824478149
20,0.7031905055046082,0.7488576173782349,0.6443148851394653,0.9013088345527649
21,0.7050136923789978,0.7402840852737427,0.6588921546936035,0.8848811984062195
22,0.7132178544998169,0.7225615978240967,0.6690962314605713,0.8793244957923889
23,0.7343664765357971,0.686289370059967,0.6705539226531982,0.8759791254997253
24,0.7387419939041138,0.6726229786872864,0.6690962314605713,0.8917151689529419
25,0.7458523511886597,0.6592448353767395,0.6712828278541565,0.8610768914222717
26,0.7531449198722839,0.6368585824966431,0.6669096350669861,0.8925806283950806
27,0.7584320902824402,0.6347805857658386,0.6639941930770874,0.8820251822471619
28,0.7706472277641296,0.6012316942214966,0.668367326259613,0.8932613730430603
29,0.7775751948356628,0.5795409083366394,0.6698250770568848,0.8673299551010132
30,0.7855970859527588,0.5714466571807861,0.67201167345047,0.8971588015556335
31,0.7947128415107727,0.5448419451713562,0.6741982698440552,0.892335832118988
32,0.8027347326278687,0.5214385986328125,0.6836734414100647,0.8921268582344055
33,0.8005469441413879,0.52657151222229,0.6880466341972351,0.9206752181053162
34,0.8158614635467529,0.49857985973358154,0.6895043849945068,0.9091898202896118
35,0.8227894306182861,0.4889332950115204,0.6865889430046082,0.8934510946273804
